employee_id,band_id,base_pay_amount,currency,pay_basis,compensation_effective_date,last_adjustment_date,work_location,synthetic_equity_cohort
EMP-0305,BND-44,45236.85,USD,annual,2026-03-06,2025-05-05,headquarters,cohort_b
EMP-0306,BND-43,32064.99,USD,annual,2026-01-21,2026-01-13,remote,cohort_a
EMP-0307,BND-44,43989.34,USD,annual,2026-02-23,2025-04-15,headquarters,cohort_a
EMP-0308,BND-23,48165.72,USD,annual,2026-03-03,2025-07-18,satellite_office,cohort_a
EMP-0309,BND-03,43272.60,USD,annual,2026-03-04,2025-04-01,headquarters,cohort_a
EMP-0310,BND-43,37908.86,USD,annual,2026-02-12,2024-06-27,headquarters,cohort_a
EMP-0311,BND-43,35338.45,USD,annual,2026-01-06,2025-10-23,headquarters,cohort_b
EMP-0312,BND-43,38909.50,USD,annual,2026-03-06,2024-09-04,headquarters,cohort_b
EMP-0313,BND-44,41875.39,USD,annual,2026-01-27,2024-07-26,remote,cohort_b
EMP-0314,BND-43,40695.02,USD,annual,2026-01-27,2025-04-17,headquarters,cohort_b
EMP-0315,BND-03,43268.06,USD,annual,2026-01-16,2024-10-16,satellite_office,cohort_a
EMP-0316,BND-23,50344.36,USD,annual,2026-02-26,2025-11-06,remote,cohort_a
EMP-0317,BND-23,51762.89,USD,annual,2026-01-23,2025-07-17,remote,cohort_b
EMP-0318,BND-43,35978.26,USD,annual,2026-02-11,2025-05-20,remote,cohort_a
EMP-0319,BND-44,41272.05,USD,annual,2026-03-06,2025-10-06,remote,cohort_b
EMP-0320,BND-23,51591.60,USD,annual,2026-04-03,2025-07-03,satellite_office,cohort_a
EMP-0321,BND-03,42841.64,USD,annual,2026-02-27,2026-01-06,remote,cohort_a
EMP-0322,BND-03,47096.77,USD,annual,2026-01-09,2025-12-09,headquarters,cohort_a
EMP-0323,BND-03,43254.45,USD,annual,2026-03-31,2024-05-15,remote,cohort_a
EMP-0324,BND-44,41281.12,USD,annual,2026-02-20,2025-04-16,remote,cohort_b
EMP-0325,BND-23,54112.83,USD,annual,2026-03-16,2025-03-14,headquarters,cohort_b
EMP-0326,BND-44,43200.01,USD,annual,2026-01-16,2025-11-28,remote,cohort_a
EMP-0327,BND-03,41430.82,USD,annual,2026-02-20,2025-12-04,remote,cohort_b
EMP-0328,BND-23,49332.66,USD,annual,2026-03-10,2025-12-24,remote,cohort_a
EMP-0329,BND-03,44207.09,USD,annual,2026-03-31,2025-12-15,headquarters,cohort_a
EMP-0330,BND-44,44937.45,USD,annual,2026-02-27,2025-03-18,headquarters,cohort_a
EMP-0331,BND-03,44982.81,USD,annual,2026-02-24,2025-06-11,headquarters,cohort_a
EMP-0332,BND-43,39311.24,USD,annual,2026-02-23,2024-05-16,headquarters,cohort_b
EMP-0333,BND-44,42202.01,USD,annual,2026-02-06,2026-01-14,remote,cohort_a
EMP-0334,BND-43,37559.19,USD,annual,2026-01-15,2024-07-22,headquarters,cohort_a
EMP-0335,BND-03,43036.70,USD,annual,2026-03-03,2025-11-10,remote,cohort_b
EMP-0336,BND-23,51018.83,USD,annual,2026-03-04,2025-05-22,remote,cohort_b
EMP-0337,BND-43,35591.40,USD,annual,2026-04-03,2025-11-19,headquarters,cohort_b
EMP-0338,BND-23,48294.19,USD,annual,2026-01-09,2025-08-07,remote,cohort_a
EMP-0339,BND-03,45785.75,USD,annual,2026-02-18,2025-10-02,remote,cohort_b
EMP-0340,BND-43,36878.46,USD,annual,2026-01-07,2026-01-07,remote,cohort_b
EMP-0341,BND-44,42365.32,USD,annual,2026-03-19,2025-07-31,remote,cohort_b
EMP-0342,BND-43,36632.95,USD,annual,2026-02-25,2025-04-04,headquarters,cohort_a
EMP-0343,BND-44,39548.22,USD,annual,2026-02-09,2025-06-12,remote,cohort_a
EMP-0344,BND-44,44252.46,USD,annual,2026-03-04,2024-05-07,remote,cohort_b
EMP-0345,BND-23,49696.66,USD,annual,2026-03-17,2025-09-15,remote,cohort_a
EMP-0346,BND-23,59642.41,USD,annual,2026-01-15,2025-01-08,headquarters,cohort_b
EMP-0347,BND-44,38613.73,USD,annual,2026-01-09,2025-12-05,remote,cohort_a
EMP-0348,BND-59,146178.94,USD,annual,2026-03-27,2025-12-15,headquarters,cohort_b
EMP-0349,BND-17,89631.24,USD,annual,2026-02-27,2024-10-31,headquarters,cohort_a
EMP-0350,BND-17,96668.68,USD,annual,2026-04-03,2025-08-15,satellite_office,cohort_b
EMP-0351,BND-31,62395.26,USD,annual,2026-03-10,2025-04-30,remote,cohort_a
EMP-0352,BND-31,72832.75,USD,annual,2026-03-31,2025-12-16,headquarters,cohort_a
EMP-0353,BND-31,69056.34,USD,annual,2026-01-29,2025-08-20,satellite_office,cohort_a
EMP-0354,BND-31,57923.01,USD,annual,2026-02-17,2024-05-28,remote,cohort_b
EMP-0355,BND-31,75095.89,USD,annual,2026-03-23,2024-05-09,headquarters,cohort_b
EMP-0356,BND-31,70333.16,USD,annual,2026-01-07,2025-11-03,headquarters,cohort_b
EMP-0357,BND-11,40660.34,USD,annual,2026-01-06,2025-05-28,satellite_office,cohort_b
EMP-0358,BND-05,42534.49,USD,annual,2026-03-04,2024-12-27,headquarters,cohort_a
EMP-0359,BND-11,43624.12,USD,annual,2026-01-15,2024-09-26,remote,cohort_a
EMP-0360,BND-05,45350.08,USD,annual,2026-03-18,2025-11-27,headquarters,cohort_a
EMP-0361,BND-11,38720.82,USD,annual,2026-01-23,2024-08-15,remote,cohort_a
EMP-0362,BND-30,43000.85,USD,annual,2026-01-28,2025-11-21,headquarters,cohort_a
EMP-0363,BND-11,42891.89,USD,annual,2026-03-02,2025-12-30,remote,cohort_b
EMP-0364,BND-11,41248.74,USD,annual,2026-03-27,2025-04-16,satellite_office,cohort_b
EMP-0365,BND-11,41597.42,USD,annual,2026-02-12,2024-06-13,remote,cohort_b
EMP-0366,BND-30,44578.63,USD,annual,2026-03-24,2025-10-15,satellite_office,cohort_b
EMP-0367,BND-30,36955.63,USD,annual,2026-02-13,2026-02-13,remote,cohort_a
EMP-0368,BND-11,43192.63,USD,annual,2026-02-16,2025-08-07,headquarters,cohort_a
EMP-0369,BND-30,42185.82,USD,annual,2026-03-03,2025-06-06,remote,cohort_b
EMP-0370,BND-05,43977.15,USD,annual,2026-03-13,2025-03-14,headquarters,cohort_a
EMP-0371,BND-05,39823.51,USD,annual,2026-03-24,2024-10-10,satellite_office,cohort_a
EMP-0372,BND-30,40764.95,USD,annual,2026-03-25,2025-09-03,remote,cohort_a
EMP-0373,BND-11,42756.78,USD,annual,2026-02-12,2025-10-13,remote,cohort_a
EMP-0374,BND-11,47163.21,USD,annual,2026-02-23,2024-05-09,headquarters,cohort_b
EMP-0375,BND-11,40111.17,USD,annual,2026-02-06,2025-04-23,remote,cohort_b
EMP-0376,BND-05,40533.95,USD,annual,2026-01-16,2025-11-03,satellite_office,cohort_a
EMP-0377,BND-11,44979.61,USD,annual,2026-02-02,2025-12-03,satellite_office,cohort_a
EMP-0378,BND-30,41083.12,USD,annual,2026-02-03,2024-12-05,headquarters,cohort_b
EMP-0379,BND-05,42495.27,USD,annual,2026-01-20,2024-09-03,satellite_office,cohort_b
EMP-0380,BND-30,42329.65,USD,annual,2026-02-03,2025-06-30,satellite_office,cohort_a
EMP-0381,BND-05,43183.91,USD,annual,2026-01-16,2025-12-10,headquarters,cohort_b
EMP-0382,BND-30,44073.04,USD,annual,2026-02-25,2024-06-19,satellite_office,cohort_b
EMP-0383,BND-30,45716.19,USD,annual,2026-01-26,2024-10-10,headquarters,cohort_a
EMP-0384,BND-05,41296.68,USD,annual,2026-02-03,2025-10-10,headquarters,cohort_b
EMP-0385,BND-30,41026.46,USD,annual,2026-02-02,2026-01-30,headquarters,cohort_b
EMP-0386,BND-11,42617.31,USD,annual,2026-02-25,2024-11-18,remote,cohort_a
EMP-0387,BND-30,40045.80,USD,annual,2026-03-05,2025-02-18,remote,cohort_b
EMP-0388,BND-30,45441.61,USD,annual,2026-03-03,2025-05-07,headquarters,cohort_a
EMP-0389,BND-05,42830.87,USD,annual,2026-01-19,2025-03-26,remote,cohort_b
EMP-0390,BND-54,122557.29,USD,annual,2026-01-16,2025-04-18,remote,cohort_b
EMP-0391,BND-12,80154.36,USD,annual,2026-02-09,2025-12-22,remote,cohort_b
EMP-0392,BND-12,86703.36,USD,annual,2026-03-12,2025-07-14,headquarters,cohort_a
EMP-0393,BND-12,84663.79,USD,annual,2026-02-27,2025-11-26,headquarters,cohort_a
EMP-0394,BND-12,94121.56,USD,annual,2026-04-02,2025-11-13,headquarters,cohort_b
EMP-0395,BND-10,61297.26,USD,annual,2026-01-16,2025-02-03,remote,cohort_a
EMP-0396,BND-10,56743.39,USD,annual,2026-03-30,2026-03-03,headquarters,cohort_b
EMP-0397,BND-10,61390.32,USD,annual,2026-02-03,2026-01-30,satellite_office,cohort_a
EMP-0398,BND-10,60571.37,USD,annual,2026-01-16,2025-08-06,remote,cohort_b
EMP-0399,BND-10,62364.38,USD,annual,2026-03-25,2025-09-05,headquarters,cohort_b
EMP-0400,BND-10,62811.08,USD,annual,2026-01-09,2025-09-25,headquarters,cohort_b
EMP-0401,BND-10,64957.72,USD,annual,2026-04-02,2026-01-16,headquarters,cohort_b
EMP-0402,BND-10,68270.75,USD,annual,2026-03-11,2025-12-23,headquarters,cohort_a
EMP-0404,BND-10,60385.25,USD,annual,2026-01-19,2025-04-17,headquarters,cohort_a
EMP-0405,BND-10,61241.42,USD,annual,2026-02-06,2025-09-18,headquarters,cohort_a
EMP-0406,BND-32,35671.05,USD,annual,2026-01-28,2024-07-31,headquarters,cohort_b
EMP-0407,BND-09,40215.07,USD,annual,2026-01-15,2024-11-01,headquarters,cohort_a
EMP-0408,BND-09,36912.84,USD,annual,2026-02-11,2025-01-17,headquarters,cohort_b
EMP-0409,BND-32,31072.67,USD,annual,2026-01-08,2025-11-10,remote,cohort_a
EMP-0410,BND-32,33724.70,USD,annual,2026-03-16,2025-07-18,headquarters,cohort_b
EMP-0411,BND-09,40515.27,USD,annual,2026-03-18,2025-04-04,headquarters,cohort_a
EMP-0412,BND-09,38593.98,USD,annual,2026-02-10,2026-02-04,headquarters,cohort_a
EMP-0413,BND-53,38389.84,USD,annual,2026-03-23,2025-11-28,headquarters,cohort_a
EMP-0414,BND-32,29782.76,USD,annual,2026-01-26,2024-07-08,remote,cohort_b
EMP-0415,BND-53,39146.35,USD,annual,2026-02-26,2025-04-01,remote,cohort_a
EMP-0416,BND-53,42492.60,USD,annual,2026-03-27,2024-10-09,headquarters,cohort_a
EMP-0417,BND-09,35535.92,USD,annual,2026-03-25,2024-10-21,remote,cohort_a
EMP-0418,BND-53,34535.24,USD,annual,2026-01-12,2025-12-16,remote,cohort_b
EMP-0419,BND-09,38357.82,USD,annual,2026-03-11,2025-04-01,remote,cohort_a
EMP-0420,BND-32,28788.26,USD,annual,2026-03-30,2026-03-25,remote,cohort_b
EMP-0421,BND-32,32004.82,USD,annual,2026-02-09,2024-07-17,headquarters,cohort_b
EMP-0422,BND-53,36500.57,USD,annual,2026-03-19,2025-03-11,remote,cohort_b
EMP-0423,BND-53,38638.01,USD,annual,2026-03-19,2024-11-14,headquarters,cohort_a
EMP-0424,BND-53,40187.05,USD,annual,2026-01-22,2025-07-11,headquarters,cohort_b
EMP-0425,BND-32,30048.62,USD,annual,2026-01-16,2025-12-15,remote,cohort_b
EMP-0426,BND-09,40611.33,USD,annual,2026-01-09,2025-06-26,remote,cohort_a
EMP-0427,BND-32,34381.14,USD,annual,2026-02-17,2026-02-03,headquarters,cohort_a
EMP-0428,BND-09,36828.79,USD,annual,2026-01-06,2024-09-10,headquarters,cohort_b
EMP-0429,BND-09,38013.58,USD,annual,2026-03-10,2025-10-20,remote,cohort_b
EMP-0430,BND-53,42432.56,USD,annual,2026-02-02,2024-07-18,headquarters,cohort_b
EMP-0431,BND-09,40271.10,USD,annual,2026-02-26,2024-09-20,satellite_office,cohort_a
EMP-0432,BND-09,40543.29,USD,annual,2026-02-18,2025-10-07,headquarters,cohort_a
EMP-0433,BND-09,35748.06,USD,annual,2026-01-14,2025-08-05,remote,cohort_b
EMP-0434,BND-32,35520.07,USD,annual,2026-03-02,2024-08-07,headquarters,cohort_a
EMP-0435,BND-53,36884.83,USD,annual,2026-02-23,2025-04-08,remote,cohort_a
EMP-0436,BND-09,35571.94,USD,annual,2026-03-27,2026-02-13,remote,cohort_b
EMP-0437,BND-53,43425.23,USD,annual,2026-02-09,2024-05-22,headquarters,cohort_b
EMP-0438,BND-09,33666.66,USD,annual,2026-01-05,2024-05-27,remote,cohort_b
EMP-0439,BND-09,34291.08,USD,annual,2026-01-19,2025-02-03,remote,cohort_b
EMP-0440,BND-09,37265.08,USD,annual,2026-01-08,2025-12-26,headquarters,cohort_b
EMP-0441,BND-32,28597.89,USD,annual,2026-01-07,2025-06-17,remote,cohort_a
EMP-0442,BND-53,39490.58,USD,annual,2026-02-03,2024-06-26,satellite_office,cohort_a
EMP-0443,BND-09,39470.57,USD,annual,2026-03-31,2025-10-28,remote,cohort_a
EMP-0444,BND-53,38345.81,USD,annual,2026-01-09,2025-12-17,remote,cohort_a
EMP-0445,BND-32,35106.51,USD,annual,2026-01-26,2025-11-14,headquarters,cohort_b
EMP-0446,BND-32,32067.18,USD,annual,2026-01-27,2025-12-09,remote,cohort_b
EMP-0447,BND-53,34927.51,USD,annual,2026-01-14,2025-11-17,remote,cohort_b
EMP-0448,BND-32,31988.41,USD,annual,2026-02-10,2024-07-30,satellite_office,cohort_a
EMP-0449,BND-53,37108.98,USD,annual,2026-03-06,2024-05-10,satellite_office,cohort_b
EMP-0450,BND-53,40195.05,USD,annual,2026-01-27,2025-07-31,headquarters,cohort_b
EMP-0451,BND-32,30728.04,USD,annual,2026-03-09,2025-02-19,remote,cohort_a
EMP-0452,BND-53,38113.65,USD,annual,2026-03-03,2024-11-21,satellite_office,cohort_a
EMP-0453,BND-53,39054.29,USD,annual,2026-03-26,2026-02-04,headquarters,cohort_b
EMP-0454,BND-53,40006.93,USD,annual,2026-01-09,2025-03-28,headquarters,cohort_a
EMP-0455,BND-09,41620.01,USD,annual,2026-02-02,2026-01-28,headquarters,cohort_a
EMP-0456,BND-32,31886.66,USD,annual,2026-02-26,2024-06-12,satellite_office,cohort_a
EMP-0457,BND-09,39630.67,USD,annual,2026-01-29,2024-10-29,headquarters,cohort_b
EMP-0458,BND-32,30432.64,USD,annual,2026-03-23,2026-01-07,remote,cohort_b
EMP-0459,BND-32,32027.80,USD,annual,2026-02-09,2025-03-11,remote,cohort_a
EMP-0460,BND-53,40195.05,USD,annual,2026-02-02,2024-08-30,remote,cohort_b
EMP-0461,BND-32,31502.64,USD,annual,2026-02-23,2025-12-12,remote,cohort_a
EMP-0462,BND-56,150755.41,USD,annual,2026-04-01,2025-03-07,satellite_office,cohort_a
EMP-0463,BND-14,90186.41,USD,annual,2026-03-27,2026-01-27,remote,cohort_a
EMP-0464,BND-14,91240.52,USD,annual,2026-03-13,2024-07-08,remote,cohort_b
EMP-0465,BND-25,71900.61,USD,annual,2026-01-29,2024-08-12,headquarters,cohort_b
EMP-0466,BND-25,60487.13,USD,annual,2026-03-13,2025-08-14,remote,cohort_b
EMP-0467,BND-25,62781.30,USD,annual,2026-01-14,2025-09-08,remote,cohort_a
EMP-0468,BND-25,60601.84,USD,annual,2026-02-04,2025-09-10,remote,cohort_a
EMP-0469,BND-25,62042.86,USD,annual,2026-01-22,2026-01-06,remote,cohort_b
EMP-0470,BND-07,53885.81,USD,annual,2026-03-12,2025-09-09,headquarters,cohort_a
EMP-0471,BND-51,34810.09,USD,annual,2026-03-20,2024-04-10,remote,cohort_a
EMP-0472,BND-02,35098.34,USD,annual,2026-01-05,2025-05-08,satellite_office,cohort_a
EMP-0473,BND-07,53018.00,USD,annual,2026-01-13,2024-11-21,headquarters,cohort_b
EMP-0474,BND-02,37791.21,USD,annual,2026-01-28,2025-12-04,headquarters,cohort_b
EMP-0475,BND-01,35553.47,USD,annual,2026-02-03,2024-08-06,satellite_office,cohort_a
EMP-0476,BND-51,36202.04,USD,annual,2026-04-03,2025-11-25,remote,cohort_a
EMP-0477,BND-51,31093.17,USD,annual,2026-01-21,2026-01-02,remote,cohort_b
EMP-0478,BND-24,47372.69,USD,annual,2026-03-17,2024-04-09,headquarters,cohort_a
EMP-0479,BND-02,34146.35,USD,annual,2026-01-21,2025-09-11,remote,cohort_a
EMP-0480,BND-24,42932.37,USD,annual,2026-02-13,2025-11-11,remote,cohort_b
EMP-0481,BND-07,58530.48,USD,annual,2026-01-26,2025-10-21,headquarters,cohort_a
EMP-0482,BND-01,38845.60,USD,annual,2026-01-21,2024-10-31,headquarters,cohort_b
EMP-0483,BND-24,40739.96,USD,annual,2026-03-13,2025-06-16,remote,cohort_b
EMP-0484,BND-02,36554.77,USD,annual,2026-02-10,2025-08-19,headquarters,cohort_a
EMP-0485,BND-01,38750.78,USD,annual,2026-02-17,2025-09-25,headquarters,cohort_b
EMP-0486,BND-51,36869.57,USD,annual,2026-02-18,2025-12-15,remote,cohort_b
EMP-0487,BND-01,31260.05,USD,annual,2026-01-27,2026-01-06,remote,cohort_b
EMP-0488,BND-24,48926.80,USD,annual,2026-02-20,2025-05-19,headquarters,cohort_b
EMP-0489,BND-24,41188.62,USD,annual,2026-02-10,2025-12-25,remote,cohort_a
EMP-0490,BND-01,37779.83,USD,annual,2026-03-26,2024-06-24,headquarters,cohort_a
EMP-0491,BND-01,45513.30,USD,annual,2026-02-19,2026-02-06,headquarters,cohort_a
EMP-0492,BND-01,36251.34,USD,annual,2026-03-12,2024-04-09,remote,cohort_a
EMP-0493,BND-51,35841.72,USD,annual,2026-03-17,2026-03-09,headquarters,cohort_b
EMP-0494,BND-24,47756.59,USD,annual,2026-03-11,2026-03-02,headquarters,cohort_a
EMP-0495,BND-24,42095.18,USD,annual,2026-01-12,2025-12-03,satellite_office,cohort_a
EMP-0496,BND-24,42543.84,USD,annual,2026-02-19,2024-05-14,remote,cohort_b
EMP-0497,BND-02,37518.13,USD,annual,2026-01-28,2025-12-09,headquarters,cohort_b
EMP-0498,BND-61,130026.29,USD,annual,2026-02-02,2025-05-19,headquarters,cohort_a
EMP-0499,BND-19,78044.21,USD,annual,2026-02-16,2025-05-29,remote,cohort_b
EMP-0500,BND-19,81734.37,USD,annual,2026-02-24,2025-07-22,remote,cohort_a
EMP-0501,BND-35,62220.44,USD,annual,2026-02-02,2025-12-05,remote,cohort_b
EMP-0502,BND-35,64880.79,USD,annual,2026-02-04,2024-07-01,satellite_office,cohort_b
EMP-0503,BND-35,68130.13,USD,annual,2026-02-03,2025-11-14,headquarters,cohort_a
EMP-0504,BND-35,70479.44,USD,annual,2026-01-22,2025-11-04,headquarters,cohort_a
EMP-0506,BND-36,36696.70,USD,annual,2026-03-10,2026-02-02,remote,cohort_b
EMP-0507,BND-26,38946.74,USD,annual,2026-03-02,2024-04-26,remote,cohort_b
EMP-0508,BND-42,42089.13,USD,annual,2026-02-06,2025-10-31,satellite_office,cohort_b
EMP-0509,BND-36,37469.48,USD,annual,2026-03-23,2026-02-27,satellite_office,cohort_a
EMP-0510,BND-36,47537.06,USD,annual,2026-02-05,2025-10-07,headquarters,cohort_a
EMP-0511,BND-36,40910.73,USD,annual,2026-01-13,2025-06-18,remote,cohort_a
EMP-0512,BND-42,37580.49,USD,annual,2026-01-08,2024-06-20,remote,cohort_a
EMP-0513,BND-36,38216.65,USD,annual,2026-03-06,2024-07-12,remote,cohort_a
EMP-0514,BND-36,41879.92,USD,annual,2026-02-24,2024-12-16,satellite_office,cohort_b
EMP-0515,BND-26,39079.10,USD,annual,2026-02-04,2025-02-11,remote,cohort_a
EMP-0516,BND-36,42358.11,USD,annual,2026-02-18,2025-04-11,headquarters,cohort_b
EMP-0517,BND-42,44962.53,USD,annual,2026-04-01,2026-02-05,headquarters,cohort_a
EMP-0518,BND-36,42311.14,USD,annual,2026-01-27,2024-10-01,headquarters,cohort_b
EMP-0519,BND-26,39249.88,USD,annual,2026-03-09,2025-08-26,satellite_office,cohort_a
EMP-0521,BND-36,43416.95,USD,annual,2026-02-04,2024-09-16,headquarters,cohort_a
EMP-0522,BND-36,43527.96,USD,annual,2026-02-19,2024-08-22,headquarters,cohort_b
EMP-0523,BND-42,43194.94,USD,annual,2026-02-09,2025-01-17,headquarters,cohort_b
EMP-0524,BND-26,41098.59,USD,annual,2026-02-20,2025-06-20,remote,cohort_a
EMP-0525,BND-26,40663.10,USD,annual,2026-02-19,2025-04-28,remote,cohort_a
EMP-0526,BND-26,39719.53,USD,annual,2026-01-28,2025-07-07,satellite_office,cohort_b
EMP-0527,BND-26,38477.09,USD,annual,2026-01-23,2025-12-08,remote,cohort_b
EMP-0528,BND-58,137720.30,USD,annual,2026-01-29,2024-12-12,satellite_office,cohort_b
EMP-0529,BND-16,110346.34,USD,annual,2026-03-09,2024-04-22,headquarters,cohort_b
EMP-0530,BND-29,73516.04,USD,annual,2026-03-25,2024-09-02,headquarters,cohort_a
EMP-0531,BND-29,71226.01,USD,annual,2026-02-27,2025-12-03,remote,cohort_b
EMP-0532,BND-06,43129.48,USD,annual,2026-01-23,2025-12-04,remote,cohort_b
EMP-0533,BND-08,48041.23,USD,annual,2026-03-23,2025-03-28,headquarters,cohort_a
EMP-0534,BND-08,42659.83,USD,annual,2026-03-16,2026-02-06,satellite_office,cohort_a
EMP-0535,BND-06,60286.36,USD,annual,2026-01-14,2025-10-03,satellite_office,cohort_a
EMP-0536,BND-08,42826.16,USD,annual,2026-04-01,2025-06-02,remote,cohort_b
EMP-0537,BND-08,44093.24,USD,annual,2026-01-09,2025-11-19,remote,cohort_b
EMP-0538,BND-08,46676.31,USD,annual,2026-03-26,2025-11-14,headquarters,cohort_b
EMP-0539,BND-08,44763.47,USD,annual,2026-02-17,2025-04-16,remote,cohort_a
EMP-0540,BND-08,49489.31,USD,annual,2026-02-02,2024-12-30,remote,cohort_b
EMP-0541,BND-57,170582.31,USD,annual,2026-03-09,2024-10-15,headquarters,cohort_b
EMP-0542,BND-15,105198.74,USD,annual,2026-03-03,2025-04-25,satellite_office,cohort_a
EMP-0543,BND-15,103538.78,USD,annual,2026-02-19,2025-07-24,headquarters,cohort_b
EMP-0545,BND-27,65695.88,USD,annual,2026-01-05,2025-07-11,remote,cohort_b
EMP-0546,BND-27,80720.46,USD,annual,2026-02-03,2026-01-30,headquarters,cohort_a
EMP-0547,BND-27,78535.49,USD,annual,2026-03-03,2026-01-26,headquarters,cohort_a
EMP-0548,BND-28,43415.54,USD,annual,2026-02-12,2024-04-30,remote,cohort_b
EMP-0549,BND-46,50140.06,USD,annual,2026-01-06,2025-07-09,satellite_office,cohort_a
EMP-0550,BND-46,50249.65,USD,annual,2026-03-17,2025-03-31,headquarters,cohort_a
EMP-0551,BND-28,48232.29,USD,annual,2026-02-02,2025-10-24,satellite_office,cohort_b
EMP-0552,BND-46,52964.37,USD,annual,2026-03-26,2024-04-22,headquarters,cohort_b
EMP-0553,BND-28,46219.91,USD,annual,2026-01-12,2024-05-29,remote,cohort_b
EMP-0554,BND-28,46857.50,USD,annual,2026-02-24,2025-07-07,satellite_office,cohort_a
EMP-0555,BND-46,47858.71,USD,annual,2026-04-02,2024-04-03,remote,cohort_a
EMP-0556,BND-46,43724.37,USD,annual,2026-04-03,2025-11-27,satellite_office,cohort_b
EMP-0557,BND-46,46867.46,USD,annual,2026-02-09,2024-04-15,remote,cohort_b
EMP-0558,BND-46,44790.33,USD,annual,2026-03-23,2025-10-30,satellite_office,cohort_a
EMP-0559,BND-46,51455.08,USD,annual,2026-03-06,2026-03-02,headquarters,cohort_b
EMP-0560,BND-28,45442.86,USD,annual,2026-03-30,2025-06-26,remote,cohort_a
EMP-0561,BND-46,51968.14,USD,annual,2026-02-25,2025-11-28,headquarters,cohort_a
EMP-0562,BND-28,46588.52,USD,annual,2026-04-03,2025-02-06,remote,cohort_a
EMP-0563,BND-28,51206.03,USD,annual,2026-03-17,2026-01-13,headquarters,cohort_b
EMP-0564,BND-46,51783.84,USD,annual,2026-02-11,2026-01-16,headquarters,cohort_b
EMP-0565,BND-46,54946.86,USD,annual,2026-01-23,2025-04-21,headquarters,cohort_a
EMP-0566,BND-28,54214.63,USD,annual,2026-01-05,2024-04-11,headquarters,cohort_a
EMP-0567,BND-28,47579.76,USD,annual,2026-03-13,2025-12-17,headquarters,cohort_a
EMP-0568,BND-46,52381.57,USD,annual,2026-02-04,2025-07-21,headquarters,cohort_b
EMP-0569,BND-28,49711.69,USD,annual,2026-02-06,2024-11-20,headquarters,cohort_b
EMP-0570,BND-46,52989.27,USD,annual,2026-01-08,2026-01-08,headquarters,cohort_b
EMP-0571,BND-60,126228.78,USD,annual,2026-03-19,2025-03-24,remote,cohort_a
EMP-0572,BND-18,79240.61,USD,annual,2026-03-17,2026-03-17,remote,cohort_a
EMP-0573,BND-18,84696.49,USD,annual,2026-01-08,2025-06-24,remote,cohort_b
EMP-0574,BND-34,64941.73,USD,annual,2026-04-02,2025-07-02,headquarters,cohort_b
EMP-0575,BND-34,55668.97,USD,annual,2026-03-03,2024-11-27,remote,cohort_a
EMP-0576,BND-34,62135.92,USD,annual,2026-03-16,2025-01-14,remote,cohort_b
EMP-0577,BND-34,62064.65,USD,annual,2026-03-13,2026-02-10,remote,cohort_a
EMP-0578,BND-40,37328.51,USD,annual,2026-02-13,2025-12-01,remote,cohort_b
EMP-0579,BND-40,40188.03,USD,annual,2026-01-21,2025-02-28,remote,cohort_a
EMP-0580,BND-33,32937.04,USD,annual,2026-02-10,2025-11-25,remote,cohort_b
EMP-0581,BND-40,40338.53,USD,annual,2026-01-08,2025-08-25,headquarters,cohort_a
EMP-0584,BND-40,36977.34,USD,annual,2026-02-27,2025-04-04,remote,cohort_a
EMP-0585,BND-40,42855.25,USD,annual,2026-02-05,2025-10-30,headquarters,cohort_a
EMP-0586,BND-40,37658.77,USD,annual,2026-03-05,2025-10-17,remote,cohort_b
EMP-0587,BND-33,32734.78,USD,annual,2026-04-03,2026-01-01,satellite_office,cohort_a
EMP-0588,BND-33,30527.10,USD,annual,2026-03-31,2025-07-22,remote,cohort_a
EMP-0589,BND-33,36930.76,USD,annual,2026-03-17,2025-04-03,headquarters,cohort_b
EMP-0591,BND-40,40898.73,USD,annual,2026-02-03,2024-12-31,remote,cohort_b
EMP-0592,BND-40,37119.48,USD,annual,2026-03-12,2025-09-22,satellite_office,cohort_a
EMP-0593,BND-33,32206.86,USD,annual,2026-01-08,2025-04-18,remote,cohort_b
EMP-0594,BND-33,31980.60,USD,annual,2026-03-11,2025-08-04,remote,cohort_b
EMP-0595,BND-33,31137.30,USD,annual,2026-01-20,2025-08-08,remote,cohort_a
EMP-0596,BND-33,35922.90,USD,annual,2026-03-05,2024-07-31,headquarters,cohort_a
EMP-0597,BND-33,33296.99,USD,annual,2026-01-28,2025-12-19,satellite_office,cohort_b
EMP-0598,BND-33,34208.86,USD,annual,2026-01-13,2025-04-08,headquarters,cohort_b
EMP-0599,BND-40,40748.23,USD,annual,2026-02-18,2025-12-10,satellite_office,cohort_b
EMP-0600,BND-33,35679.51,USD,annual,2026-03-23,2024-07-12,satellite_office,cohort_a
