metric_id,metric_name,period_end,value,unit,source_artifact,source_reference,computation_note
headcount,Active headcount,2025-04-30,515,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2025-05-31,518,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2025-06-30,523,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2025-07-31,530,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2025-08-31,537,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2025-09-30,547,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2025-10-31,559,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2025-11-30,567,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2025-12-31,570,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2026-01-31,578,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2026-02-28,582,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
headcount,Active headcount,2026-03-31,582,employees,CORE-04,people-roster.csv employment_status and start_date,"Active CORE-04 roster rows with a start date on or before the period end. CORE-04 carries no termination date, so the departed rows are excluded at every date and the series cannot fall; a consumer that wants attrition has to say the pack does not carry it."
